"Gene","MeanDecreaseAccuracy","MeanDecreaseGini"
"CYP3A43",1.00100150250438,0.032178021978022
"DLGAP4",1.00100150250438,0.0283705627705628
"DNM2",1.00100150250438,0.0790016006402561
"DOCK9",1.00100150250438,0.0276571428571428
"DPYS",1.00100150250438,0.00764444444444445
"DUSP7",1.00100150250438,0.0405825944170772
"DYRK1A",1.00100150250438,0.00381818181818182
"DYRK2",1.00100150250438,0.0416426150121065
"ECE2",1.00100150250438,0.0118627002288329
"EDA",1.00100150250438,0.0214666666666667
"EFNA2",1.00100150250438,0.0124444444444444
"EIF4G1",1.00100150250438,0.0184615384615385
"EML3",1.00100150250438,0.009
"EPN3",1.00100150250438,0.00391836734693878
"ERGIC2",1.00100150250438,0.026971645021645
"ERP29",1.00100150250438,0.00392857142857143
"EXTL3",1.00100150250438,0.00392592592592592
"FAH",1.00100150250438,0.00715343915343915
"FANCG",1.00100150250438,0.00373535353535354
"FARP1",1.00100150250438,0.0418236263736264
"FBLN2",1.00100150250438,0.0366085213032581
"FBN1",1.00100150250438,0.00685714285714286
"FGF13",1.00100150250438,0.00378947368421053
"FGF5",1.00100150250438,0.00342857142857143
"FH",1.00100150250438,0.00376470588235294
"FHL2",1.00100150250438,0.0245845433255269
"FKBP11",1.00100150250438,0.026347878948064
"FLG",1.00100150250438,0.00391836734693878
"FMO1",1.00100150250438,0.0303267838145459
"FMO4",1.00100150250438,0.00767346938775511
"FOS",1.00100150250438,0.013256038647343
"FZD9",1.00100150250438,0.0372408163265306
"GABARAPL1",1.00100150250438,0.0109512670565302
"GBX2",1.00100150250438,0.00333333333333333
"GCKR",1.00100150250438,0.00355555555555556
"GEM",1.00100150250438,0.0142281481481482
"GEMIN8",1.00100150250438,0.00372938689217759
"GHRH",1.00100150250438,0.00392857142857143
"GK2",1.00100150250438,0.00941739130434783
"GNB5",1.00100150250438,0.00392307692307692
"GPC1",1.00100150250438,0.00266666666666667
"GPR161",1.00100150250438,0.0168
"GPR3",1.00100150250438,0.0106860215053763
"GRM8",1.00100150250438,0.00975238095238095
"GTF2I",1.00100150250438,0.003
"HARS2",1.00100150250438,0.00378947368421053
"HAS2",1.00100150250438,0.0227971896955503
"HEBP2",1.00100150250438,0.00805811138014528
"HGS",1.00100150250438,0.0158680659670165
"HLA-G",1.00100150250438,0.0143410852713178
"HMBOX1",1.00100150250438,0.00984383318544809
"HMGCR",1.00100150250438,0.00500680272108843
"HOXD9",1.00100150250438,0.0032
"HS2ST1",1.00100150250438,0.012
"ICMT",1.00100150250438,0.00833333333333333
"IL10RA",1.00100150250438,0.00376470588235294
"IL1RAPL2",1.00100150250438,0.00377777777777778
"IL3RA",1.00100150250438,0.00392
"INPP1",1.00100150250438,0.0671976005496538
"IQGAP1",1.00100150250438,0.00589090909090909
"IRAK4",1.00100150250438,0.0146520146520147
"ITGA5",1.00100150250438,0.0153749315818281
"JUN",1.00100150250438,0.0343
"JUND",1.00100150250438,0.00391489361702128
"KLHL4",1.00100150250438,0.007
"LRIG2",1.00100150250438,0.0286995004995005
"LRRC17",1.00100150250438,0.0325004329004329
"LY75",1.00100150250438,0.0162823529411765
"MAP3K12",1.00100150250438,0.00392307692307692
"MAP3K6",1.00100150250438,0.010850863422292
"MAST2",1.00100150250438,0.0102
"MAZ",1.00100150250438,0.00191666666666667
"MCM10",1.00100150250438,0.0132173913043478
"MCM4",1.00100150250438,0.0367411255411255
"MCM5",1.00100150250438,0.0133333333333333
"MDFI",1.00100150250438,0.00374653098982424
"MEGF8",1.00100150250438,0.0073504125054277
"MFAP2",1.00100150250438,0.00821739130434783
"MIA3",1.00100150250438,0.00766666666666667
"MOCS1",1.00100150250438,0.0032
"MRAS",1.00100150250438,0.0162962962962963
"MS4A12",1.00100150250438,0.00551489361702128
"MT1X",1.00100150250438,0.00932539682539682
"MTUS1",1.00100150250438,0.00391304347826087
"MYO1F",1.00100150250438,0.00378947368421053
"MYOT",1.00100150250438,0.00729302325581395
"NCF4",1.00100150250438,0.00771428571428571
"NDUFA10",1.00100150250438,0.0096
"NOTCH1",1.00100150250438,0.0301756548536209
"NPAS2",1.00100150250438,0.0111791588198368
"NPC2",1.00100150250438,0.00830769230769231
"NR1H3",1.00100150250438,0.00390697674418605
"NRL",1.00100150250438,0.00768627450980392
"OR2W1",1.00100150250438,0.00342857142857143
"PAOX",1.00100150250438,0.0147692307692308
"PCDHA2",1.00100150250438,0.0035
"PCDHA9",1.00100150250438,0.005
"PCDHB8",1.00100150250438,0.007
"PDE2A",1.00100150250438,0.0305384615384615
"PDE6C",1.00100150250438,0.00769811320754717
"PDIA4",1.00100150250438,0.0104895104895105
"PEBP1",1.00100150250438,0.0192666666666667
"PEF1",1.00100150250438,0.0108888888888889
"PEMT",1.00100150250438,0.0077090909090909
"PFKFB4",1.00100150250438,0.04901986863711
"PI3",1.00100150250438,0.00333333333333333
"PIK3CD",1.00100150250438,0.0111595987547561
"PIM1",1.00100150250438,0.0097123745819398
"PKNOX2",1.00100150250438,0.0256027210884354
"PKP4",1.00100150250438,0.00382608695652174
"PLA2R1",1.00100150250438,0.00650769230769231
"PLAC1",1.00100150250438,0.0264324786324786
"PLD1",1.00100150250438,0.00391304347826087
"PNPLA4",1.00100150250438,0.0205411140583554
"PODXL",1.00100150250438,0.00373333333333333
"POLB",1.00100150250438,0.0122448979591837
"POMP",1.00100150250438,0.00192307692307692
"POP4",1.00100150250438,0.0372875124875125
"PPCS",1.00100150250438,0.0233244444444444
"PRDX6",1.00100150250438,0.0039245283018868
"PRKCE",1.00100150250438,0.0282333333333333
"PRSS12",1.00100150250438,0.0132434933487565
"PRUNE2",1.00100150250438,0.00392592592592592
"PTBP1",1.00100150250438,0.047314005994006
"PTGDR",1.00100150250438,0.0147450980392157
"PTPN21",1.00100150250438,0.025006105006105
"QPCT",1.00100150250438,0.0032
"RAB21",1.00100150250438,0.00768627450980392
"RAD51AP1",1.00100150250438,0.0319168831168831
"RCN2",1.00100150250438,0.0262720390720391
"RFC5",1.00100150250438,0.00832075471698113
"RIMS3",1.00100150250438,0.0256514285714286
"RING1",1.00100150250438,0.00376627450980392
"RNF122",1.00100150250438,0.0102
"RNF128",1.00100150250438,0.0032
"RPH3A",1.00100150250438,0.0147368421052632
"RPL39L",1.00100150250438,0.0171647509578544
"RPS6KA6",1.00100150250438,0.00571428571428571
"RRAS",1.00100150250438,0.0620996598639456
"RTF1",1.00100150250438,0.00392982456140351
"S100A2",1.00100150250438,0.0114733893557423
"S100A8",1.00100150250438,0.00390697674418605
"SACM1L",1.00100150250438,0.00453333333333334
"SERPINE2",1.00100150250438,0.00783216783216783
"SERTAD3",1.00100150250438,0.0356628571428571
"SH3BP5",1.00100150250438,0.0754164502164502
"SLC20A1",1.00100150250438,0.0038
"SLC22A13",1.00100150250438,0.00736333333333333
"SLC25A10",1.00100150250438,0.00373333333333333
"SLC25A22",1.00100150250438,0.0129228201919066
"SLC27A2",1.00100150250438,0.0213375661375661
"SLC35F2",1.00100150250438,0.0245578231292517
"SLC3A2",1.00100150250438,0.0114148936170213
"SLC6A16",1.00100150250438,0.0171428571428571
"SLC7A11",1.00100150250438,0.00770370370370371
"SLC9A1",1.00100150250438,0.0228012698412698
